MovieID,Title,Genres,tmdbID
2033,"Black Cauldron, The (1985)",Animation|Children's,10957
2034,"Black Hole, The (1979)",Sci-Fi,9570
2035,Blackbeard's Ghost (1968),Children's|Comedy,16249
2036,Blank Check (1994),Children's|Comedy,13962
2037,Candleshoe (1977),Adventure|Children's|Comedy,14612
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,19378
2039,Cheetah (1989),Adventure|Children's,65157
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,29228
2041,Condorman (1981),Action|Adventure|Children's|Comedy,19379
2042,D2: The Mighty Ducks (1994),Children's|Comedy,11164
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,18887
2044,"Devil and Max Devlin, The (1981)",Comedy,40866
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,24736
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,10122
2047,"Gnome-Mobile, The (1967)",Children's,24816
2048,"Great Mouse Detective, The (1986)",Animation|Children's,9994
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,25445
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,12129
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,14140
2052,Hocus Pocus (1993),Children's|Comedy,10439
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,11158
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,9354
2055,Hot Lead and Cold Feet (1978),Comedy|Western,28736
2056,In Search of the Castaways (1962),Adventure|Children's,34774
2057,"Incredible Journey, The (1963)",Adventure|Children's,37969
2058,"Negotiator, The (1998)",Action|Thriller,9631
2059,"Parent Trap, The (1998)",Children's|Drama,9820
2060,BASEketball (1998),Comedy,14013
2061,Full Tilt Boogie (1997),Documentary,36606
2062,"Governess, The (1998)",Drama|Romance,96196
2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,98505
2064,Roger & Me (1989),Comedy|Documentary,1779
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,10849
2066,Out of the Past (1947),Film-Noir,678
2067,Doctor Zhivago (1965),Drama|Romance|War,907
2068,Fanny and Alexander (1982),Drama,5961
2069,"Trip to Bountiful, The (1985)",Drama,47908
2070,Tender Mercies (1983),Drama,42121
2071,And the Band Played On (1993),Drama,2887
2072,"'burbs, The (1989)",Comedy,11974
2073,Fandango (1985),Comedy,20348
2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,26648
2075,Mephisto (1981),Drama|War,11911
2076,Blue Velvet (1986),Drama|Mystery,793
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,35144
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,9325
2079,Kidnapped (1960),Children's|Drama,43037
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,10340
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,10144
2082,"Mighty Ducks, The (1992)",Children's|Comedy,10414
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,10437
2084,Newsies (1992),Children's|Musical,15300
2085,101 Dalmatians (1961),Animation|Children's,12230
2086,One Magic Christmas (1985),Drama|Fantasy,13380
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,10693
2088,Popeye (1980),Adventure|Comedy|Musical,11335
2089,"Rescuers Down Under, The (1990)",Animation|Children's,11135
2090,"Rescuers, The (1977)",Animation|Children's,11319
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,14822
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,13155
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,10249
2095,"Shaggy D.A., The (1976)",Children's|Comedy,15943
2096,Sleeping Beauty (1959),Animation|Children's|Musical,10882
2097,Something Wicked This Way Comes (1983),Children's|Horror,24808
2098,Son of Flubber (1963),Children's|Comedy,19762
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,13850
2100,Splash (1984),Comedy|Fantasy|Romance,2619
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,65158
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,53565
2103,Tall Tale (1994),Adventure|Children's,41841
2104,Tex (1982),Drama,27332
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,97
2106,Swing Kids (1993),Drama|War,10419
2107,Halloween: H20 (1998),Horror|Thriller,11675
2108,L.A. Story (1991),Comedy|Romance,2107
2109,"Jerk, The (1979)",Comedy,6471
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,9442
2111,"Man with Two Brains, The (1983)",Comedy,11591
2112,Grand Canyon (1991),Crime|Drama,13697
2113,Graveyard Shift (1990),Horror|Thriller,19158
2114,"Outsiders, The (1983)",Drama,227
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,87
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,123
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,9314
2118,"Dead Zone, The (1983)",Horror|Thriller,11336
2119,Maximum Overdrive (1986),Horror,9980
2120,Needful Things (1993),Drama|Horror,10657
2121,Cujo (1983),Horror|Thriller,10489
2122,Children of the Corn (1984),Horror|Thriller,10823
2123,All Dogs Go to Heaven (1989),Animation|Children's,11497
2124,"Addams Family, The (1991)",Comedy,2907
2125,Ever After: A Cinderella Story (1998),Drama|Romance,9454
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,8688
2127,"First Love, Last Rites (1997)",Drama|Romance,118452
2128,Safe Men (1998),Comedy,16155
2129,"Saltmen of Tibet, The (1997)",Documentary,48894
2130,Atlantic City (1980),Crime|Drama|Romance,23954
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,12761
2132,Who's Afraid of Virginia Woolf? (1966),Drama,396
2133,Adventures in Babysitting (1987),Adventure|Comedy,14367
2134,Weird Science (1985),Comedy,11814
2135,Doctor Dolittle (1967),Adventure|Musical,16081
2136,"Nutty Professor, The (1963)",Comedy,18331
2137,Charlotte's Web (1973),Animation|Children's,15171
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,11837
2139,"Secret of NIMH, The (1982)",Animation|Children's,11704
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,11639
2141,"American Tail, An (1986)",Animation|Children's|Comedy,4978
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,10380
2143,Legend (1985),Adventure|Fantasy|Romance,11976
2144,Sixteen Candles (1984),Comedy,15144
2145,Pretty in Pink (1986),Comedy|Drama|Romance,11522
2146,St. Elmo's Fire (1985),Drama|Romance,11557
2147,"Clan of the Cave Bear, The (1986)",Drama,13853
2148,House (1986),Comedy|Horror,11415
2149,House II: The Second Story (1987),Comedy|Horror,37530
2150,"Gods Must Be Crazy, The (1980)",Comedy,8393
2151,"Gods Must Be Crazy II, The (1989)",Comedy,11937
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,21661
2153,"Avengers, The (1998)",Action|Adventure,9320
2154,How Stella Got Her Groove Back (1998),Drama|Romance,33644
2155,"Slums of Beverly Hills, The (1998)",Comedy,14662
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,125124
2157,"Chambermaid on the Titanic, The (1998)",Romance,115872
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,39930
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,10692
2160,Rosemary's Baby (1968),Horror|Thriller,805
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,34584
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,34636
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,2182
2164,Surf Nazis Must Die (1987),Drama,28070
2165,Your Friends and Neighbors (1998),Drama,77469
2166,Return to Paradise (1998),Drama|Romance,10278
2167,Blade (1998),Action|Adventure|Horror,36647
2168,Dance with Me (1998),Drama|Romance,17915
2169,Dead Man on Campus (1998),Comedy,14557
2170,Wrongfully Accused (1998),Action|Comedy,9417
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,41469
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,19381
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,34637
2174,Beetlejuice (1988),Comedy|Fantasy,4011
2175,Déjà Vu (1997),Drama|Romance,161795
2176,Rope (1948),Thriller,1580
2177,Family Plot (1976),Comedy|Thriller,5854
2178,Frenzy (1972),Thriller,573
2179,Topaz (1969),Thriller,2370
2180,Torn Curtain (1966),Thriller,5780
2181,Marnie (1964),Thriller,506
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,22527
2183,"Man Who Knew Too Much, The (1956)",Thriller,574
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,11219
2185,I Confess (1953),Thriller,30159
2186,Strangers on a Train (1951),Film-Noir|Thriller,845
2187,Stage Fright (1950),Mystery|Thriller,1978
2188,54 (1998),Drama,3682
2189,I Married A Strange Person (1997),Animation,51942
2190,Why Do Fools Fall In Love? (1998),Drama,46702
2191,"Merry War, A (1997)",Comedy,54795
2192,See the Sea (Regarde la mer) (1997),Drama,46748
2193,Willow (1988),Action|Adventure|Fantasy,847
2194,"Untouchables, The (1987)",Action|Crime|Drama,117
2195,Dirty Work (1998),Comedy,14577
2196,Knock Off (1998),Action,37498
2197,Firelight (1997),Drama,38621
2198,Modulations (1998),Documentary,59138
2199,Phoenix (1998),Crime|Drama,28047
2200,Under Capricorn (1949),Drama,4175
2201,"Paradine Case, The (1947)",Drama,31667
2202,Lifeboat (1944),Drama|Thriller|War,13321
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,21734
2204,Saboteur (1942),Thriller,31997
2205,Mr. & Mrs. Smith (1941),Comedy,24197
2206,Suspicion (1941),Mystery|Thriller,11462
2207,Jamaica Inn (1939),Drama,31995
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,940
2209,Young and Innocent (1937),Crime|Thriller,2762
2210,Sabotage (1936),Thriller,12684
2211,Secret Agent (1936),Thriller,2761
2212,"Man Who Knew Too Much, The (1934)",Thriller,8208
2213,Waltzes from Vienna (1933),Comedy|Musical,52907
2214,Number Seventeen (1932),Thriller,15007
2215,Rich and Strange (1932),Comedy|Romance,36049
2216,"Skin Game, The (1931)",Drama,52748
2217,Elstree Calling (1930),Comedy|Musical,75793
2218,Juno and Paycock (1930),Drama,47695
2219,Murder! (1930),Mystery|Thriller,31930
2220,"Manxman, The (1929)",Drama,20213
2221,Blackmail (1929),Thriller,543
2222,Champagne (1928),Comedy,36054
2223,"Farmer's Wife, The (1928)",Comedy,143750
2224,Downhill (1927),Drama,52782
2225,Easy Virtue (1927),Drama,36055
2226,"Ring, The (1927)",Drama,36056
2227,"Lodger, The (1926)",Thriller,2760
2229,"Pleasure Garden, The (1925)",Drama,64398
2231,Rounders (1998),Crime|Drama,10220
2232,Cube (1997),Sci-Fi|Thriller,431
2233,Digging to China (1998),Drama,31641
2234,Let's Talk About Sex (1998),Drama,223318
2235,One Man's Hero (1999),Drama|War,69848
2236,Simon Birch (1998),Drama,22796
2237,Without Limits (1998),Drama,22256
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,37550
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,37916
2240,My Bodyguard (1980),Drama,21873
2241,Class (1983),Comedy,21500
2242,"Grandview, U.S.A. (1984)",Drama,84116
2243,Broadcast News (1987),Comedy|Drama|Romance,12626
2244,"Allnighter, The (1987)",Comedy|Romance,37818
2245,Working Girl (1988),Comedy|Drama,3525
2246,Stars and Bars (1988),Comedy,129628
2247,Married to the Mob (1988),Comedy,2321
2248,Say Anything... (1989),Comedy|Drama|Romance,2028
2249,My Blue Heaven (1990),Comedy,16384
2250,Men Don't Leave (1990),Drama,91217
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,77314
2252,Hero (1992),Comedy|Drama,10699
2253,Toys (1992),Action|Comedy|Fantasy,11597
2254,Choices (1981),Drama,218624
2255,Young Doctors in Love (1982),Comedy,47947
2256,Parasite (1982),Horror|Sci-Fi,48311
2257,No Small Affair (1984),Comedy|Romance,44772
2259,Blame It on Rio (1984),Comedy|Romance,14347
2260,Wisdom (1986),Action|Crime,41090
2261,One Crazy Summer (1986),Comedy,18282
2262,About Last Night... (1986),Comedy|Drama|Romance,18169
2263,"Seventh Sign, The (1988)",Thriller,11082
2264,We're No Angels (1989),Drama,5971
2265,Nothing But Trouble (1991),Adventure|Comedy,11933
2266,"Butcher's Wife, The (1991)",Comedy|Romance,20096
2267,Mortal Thoughts (1991),Mystery|Thriller,30815
2268,"Few Good Men, A (1992)",Crime|Drama,881
2269,Indecent Proposal (1993),Drama,4478
2271,Permanent Midnight (1998),Drama,22318
2272,One True Thing (1998),Drama,53113
2273,Rush Hour (1998),Action|Thriller,2109
2274,Lilian's Story (1995),Drama,122289
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,24746
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,72987
2277,Somewhere in the City (1997),Drama,193103
2278,Ronin (1998),Action|Crime|Thriller,8195
2279,Urban Legend (1998),Horror|Thriller,9877
2280,Clay Pigeons (1998),Crime,26618
2281,Monument Ave. (1998),Crime,21132
2282,Pecker (1998),Comedy|Drama,11855
2283,"Sheltering Sky, The (1990)",Drama,24016
2284,Bandit Queen (1994),Drama,14785
2285,If.... (1968),Drama,14794
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,3486
2287,Them! (1954),Sci-Fi|Thriller|War,11071
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1091
2289,"Player, The (1992)",Comedy|Drama,10403
2290,Stardust Memories (1980),Comedy|Drama,11337
2291,Edward Scissorhands (1990),Drama|Romance,162
2292,Overnight Delivery (1996),Romance,25723
2293,Shadrach (1998),Drama,73351
2294,Antz (1998),Animation|Children's,8916
2295,"Impostors, The (1998)",Comedy,28134
2296,"Night at the Roxbury, A (1998)",Comedy,9429
2297,What Dreams May Come (1998),Drama|Romance,12159
2298,Strangeland (1998),Thriller,27791
2299,"Battle of the Sexes, The (1959)",Comedy,43106
2300,"Producers, The (1968)",Comedy|Musical,30197
2301,History of the World: Part I (1981),Comedy,10156
2302,My Cousin Vinny (1992),Comedy,10377
2303,Nashville (1975),Drama|Musical,3121
2304,Love Is the Devil (1998),Drama,4975
2305,Slam (1998),Drama,37532
2306,Holy Man (1998),Comedy,9713
2307,One Tough Cop (1998),Action|Drama,134368
2308,Detroit 9000 (1973),Action|Crime,85837
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,1039
2310,"Mighty, The (1998)",Drama,9821
2311,2010 (1984),Mystery|Sci-Fi,4437
2312,Children of a Lesser God (1986),Drama,1890
2313,"Elephant Man, The (1980)",Drama,1955
2314,Beloved (1998),Drama,39437
2315,Bride of Chucky (1998),Horror|Thriller,11932
2316,Practical Magic (1998),Drama|Romance,6435
2317,"Alarmist, The (1997)",Comedy,108316
2318,Happiness (1998),Comedy,10683
2319,Reach the Rock (1997),Comedy,63709
2320,Apt Pupil (1998),Drama|Thriller,9445
2321,Pleasantville (1998),Comedy,2657
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,9425
2323,"Cruise, The (1998)",Documentary,32326
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,637
2325,Orgazmo (1997),Comedy,8675
2326,Shattered Image (1998),Drama|Thriller,125762
2327,Tales from the Darkside: The Movie (1990),Horror,20701
2328,Vampires (1998),Horror,9945
2329,American History X (1998),Drama,73
2330,Hands on a Hard Body (1996),Documentary,18603
2331,Living Out Loud (1998),Comedy|Romance,46889
2332,Belly (1998),Crime|Drama,12888
2333,Gods and Monsters (1998),Drama,3033
2334,"Siege, The (1998)",Action|Thriller,9882
2335,"Waterboy, The (1998)",Comedy,10663
2336,Elizabeth (1998),Drama,4518
2337,Velvet Goldmine (1998),Drama,1808
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,3600
2339,I'll Be Home For Christmas (1998),Comedy|Romance,17037
2340,Meet Joe Black (1998),Romance,297
2341,Dancing at Lughnasa (1998),Drama,5332
2342,Hard Core Logo (1996),Comedy,21589
2343,"Naked Man, The (1998)",Drama,8336
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,11893
2345,Desert Bloom (1986),Drama,123056
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,12223
2347,"Pope of Greenwich Village, The (1984)",Action,32081
2348,Sid and Nancy (1986),Drama,14924
2349,Mona Lisa (1986),Comedy|Thriller,10002
2350,Heart Condition (1990),Comedy,41817
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,19426
2352,"Big Chill, The (1983)",Comedy|Drama,12560
2353,Enemy of the State (1998),Action|Thriller,9798
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,14444
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,9487
2356,Celebrity (1998),Comedy,9466
2357,Central Station (Central do Brasil) (1998),Drama,666
2358,Savior (1998),Drama,2042
2359,Waking Ned Devine (1998),Comedy,10162
2360,"Celebration, The (Festen) (1998)",Drama,309
2361,Pink Flamingos (1972),Comedy,692
2362,Glen or Glenda (1953),Drama,24018
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,1678
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,39256
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1680
2366,King Kong (1933),Action|Adventure|Horror,244
2367,King Kong (1976),Action|Adventure|Horror,10730
2368,King Kong Lives (1986),Action|Adventure|Horror,31947
2369,Desperately Seeking Susan (1985),Comedy|Romance,8130
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,11532
2371,Fletch (1985),Comedy,9749
2372,Fletch Lives (1989),Comedy,14628
2373,Red Sonja (1985),Action|Adventure,9626
2374,Gung Ho (1986),Comedy|Drama,13698
2375,"Money Pit, The (1986)",Comedy,10466
2376,"View to a Kill, A (1985)",Action,707
2377,Lifeforce (1985),Horror|Sci-Fi,11954
2378,Police Academy (1984),Comedy,9336
2379,Police Academy 2: Their First Assignment (1985),Comedy,10157
2380,Police Academy 3: Back in Training (1986),Comedy,12118
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,10587
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,11825
2383,Police Academy 6: City Under Siege (1989),Comedy,11895
2384,Babe: Pig in the City (1998),Children's|Comedy,9447
2385,Home Fries (1998),Comedy|Romance,12257
2386,Jerry Springer: Ringmaster (1998),Drama,37536
2387,Very Bad Things (1998),Comedy|Crime,10029
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,27104
2389,Psycho (1998),Crime|Horror|Thriller,11252
2390,Little Voice (1998),Comedy,8545
2391,"Simple Plan, A (1998)",Crime|Thriller,10223
2392,Jack Frost (1998),Comedy|Drama,9745
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,200
2394,"Prince of Egypt, The (1998)",Animation|Musical,9837
2395,Rushmore (1998),Comedy,11545
2396,Shakespeare in Love (1998),Comedy|Romance,1934
2397,Mass Appeal (1984),Drama,110643
2398,Miracle on 34th Street (1947),Drama,11881
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,13764
2400,Prancer (1989),Children's|Drama,24951
2401,Pale Rider (1985),Western,8879
2402,Rambo: First Blood Part II (1985),Action|War,1369
2403,First Blood (1982),Action,1368
2404,Rambo III (1988),Action|War,1370
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,10303
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,9326
2407,Cocoon (1985),Comedy|Sci-Fi,10328
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,11285
2409,Rocky II (1979),Action|Drama,1367
2410,Rocky III (1982),Action|Drama,1371
2411,Rocky IV (1985),Action|Drama,1374
2412,Rocky V (1990),Action|Drama,1375
2413,Clue (1985),Comedy|Mystery,15196
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,11904
2415,Violets Are Blue... (1986),Drama|Romance,215875
2416,Back to School (1986),Comedy,15596
2417,Heartburn (1986),Comedy|Drama,13818
2418,Nothing in Common (1986),Comedy,29968
2419,Extremities (1986),Drama|Thriller,44326
2420,"Karate Kid, The (1984)",Drama,1885
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,8856
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,10495
2423,Christmas Vacation (1989),Comedy,5825
2424,You've Got Mail (1998),Comedy|Romance,9489
2425,"General, The (1998)",Crime,16885
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,76857
2427,"Thin Red Line, The (1998)",Action|Drama|War,8741
2428,"Faculty, The (1998)",Horror|Sci-Fi,9276
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,9822
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,39314
2431,Patch Adams (1998),Comedy|Drama,10312
2432,Stepmom (1998),Drama,9441
2433,"Civil Action, A (1998)",Drama,9422
2434,Down in the Delta (1998),Drama,125582
2435,Hurlyburly (1998),Drama,24525
2436,Tea with Mussolini (1999),Comedy,10368
2437,Wilde (1997),Drama,11365
2438,Outside Ozona (1998),Drama|Thriller,140897
2439,Affliction (1997),Drama,31662
2440,Another Day in Paradise (1998),Drama,36136
2441,"Hi-Lo Country, The (1998)",Drama|Western,1363
2442,Hilary and Jackie (1998),Drama,46992
2443,Playing by Heart (1998),Drama|Romance,825
2444,24 7: Twenty Four Seven (1997),Comedy|Drama,22913
2445,At First Sight (1999),Drama,15556
2446,In Dreams (1999),Thriller,28902
2447,Varsity Blues (1999),Comedy|Drama,14709
2448,Virus (1999),Horror|Sci-Fi,9423
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,14443
2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,10658
2451,"Gate, The (1987)",Horror,6917
2452,"Gate II: Trespassers, The (1990)",Horror,40729
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,24086
2454,"Fly, The (1958)",Horror|Sci-Fi,11815
2455,"Fly, The (1986)",Horror|Sci-Fi,9426
2456,"Fly II, The (1989)",Horror|Sci-Fi,10344
2457,Running Scared (1986),Action|Comedy,15698
2458,Armed and Dangerous (1986),Comedy|Crime,2620
2459,"Texas Chainsaw Massacre, The (1974)",Horror,30497
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,16337
2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,25018
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,16780
2463,Ruthless People (1986),Comedy,12151
2464,Trick or Treat (1986),Horror,25438
2465,Deadly Friend (1986),Horror,33278
2466,Belizaire the Cajun (1986),Drama,274253
2467,"Name of the Rose, The (1986)",Mystery,192
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,10945
2469,Peggy Sue Got Married (1986),Comedy|Romance,10013
2470,Crocodile Dundee (1986),Adventure|Comedy,9671
2471,Crocodile Dundee II (1988),Adventure|Comedy,9396
2472,Tough Guys (1986),Comedy,11038
2473,Soul Man (1986),Comedy,12278
2474,"Color of Money, The (1986)",Drama,11873
2475,52 Pick-Up (1986),Action|Mystery|Thriller,18588
2476,Heartbreak Ridge (1986),Action|War,10015
2477,Firewalker (1986),Adventure,12715
2478,Three Amigos! (1986),Comedy|Western,8388
2479,Gloria (1999),Drama|Thriller,45712
2480,Dry Cleaning (Nettoyage à sec) (1997),Drama,6187
2481,My Name Is Joe (1998),Drama|Romance,8129
2482,Still Crazy (1998),Comedy|Romance,1618
2483,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller,10722
2484,Tinseltown (1998),Comedy,296543
2485,She's All That (1999),Comedy|Romance,10314
2486,24-hour Woman (1998),Drama,125548
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,47139
2488,Peeping Tom (1960),Drama|Horror|Thriller,11167
2489,Spanish Fly (1998),Drama,170187
2490,Payback (1999),Action|Thriller,2112
2491,Simply Irresistible (1999),Comedy|Romance,16172
2492,20 Dates (1998),Comedy,111794
2493,"Harmonists, The (1997)",Drama,9524
2494,"Last Days, The (1998)",Documentary,20595
2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,16306
2496,Blast from the Past (1999),Comedy|Romance,11622
2497,Message in a Bottle (1999),Romance,10207
2498,My Favorite Martian (1999),Comedy|Sci-Fi,9849
2499,God Said 'Ha!' (1998),Comedy,82865
2500,Jawbreaker (1999),Comedy,18892
2501,October Sky (1999),Drama,13466
2502,Office Space (1999),Comedy|Romance,1542
2503,"Apple, The (Sib) (1998)",Drama,43978
2504,200 Cigarettes (1999),Comedy|Drama,15256
2505,8MM (1999),Thriller,8224
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,18417
2507,Breakfast of Champions (1999),Comedy,12479
2508,"Breaks, The (1999)",Drama,15031
2509,Eight Days a Week (1997),Comedy,15209
2510,Just the Ticket (1999),Comedy|Romance,26425
2511,"Long Goodbye, The (1973)",Crime,1847
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,42113
2513,Pet Sematary (1989),Horror,8913
2514,Pet Sematary II (1992),Horror,10906
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,25748
2516,Children of the Corn III (1994),Horror,25749
2517,Christine (1983),Horror,8769
2518,Night Shift (1982),Comedy,14742
2519,House on Haunted Hill (1958),Horror,15856
2520,Airport (1970),Drama,10671
2521,Airport 1975 (1974),Drama,27932
2522,Airport '77 (1977),Drama,7227
2523,Rollercoaster (1977),Drama|Thriller,10670
2524,"Towering Inferno, The (1974)",Action|Drama,5919
2525,Alligator (1980),Action|Horror|Sci-Fi,33518
2526,Meteor (1979),Sci-Fi,40160
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,2362
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,10803
2529,Planet of the Apes (1968),Action|Sci-Fi,871
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1685
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1705
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1688
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1687
2534,Avalanche (1978),Action,166680
2535,Earthquake (1974),Action,11123
2536,"Concorde: Airport '79, The (1979)",Drama,29723
2537,Beyond the Poseidon Adventure (1979),Adventure,31638
2538,Dancemaker (1998),Documentary,113286
2539,Analyze This (1999),Comedy,9535
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,9455
2541,Cruel Intentions (1999),Drama,796
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,100
2543,Six Ways to Sunday (1997),Comedy,47501
2544,"School of Flesh, The (L' École de la chair) (1998)",Drama,77936
2545,Relax... It's Just Sex (1998),Comedy,84586
2546,"Deep End of the Ocean, The (1999)",Drama,30943
2547,Harvest (1998),Drama,107946
2548,"Rage: Carrie 2, The (1999)",Horror,7341
2549,Wing Commander (1999),Action|Sci-Fi,10350
2550,"Haunting, The (1963)",Horror|Thriller,11772
2551,Dead Ringers (1988),Drama|Thriller,9540
2552,My Boyfriend's Back (1993),Comedy,31503
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,11773
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,30202
2555,Baby Geniuses (1999),Comedy,22345
2556,Telling You (1998),Comedy|Drama|Romance,53685
2557,I Stand Alone (Seul contre tous) (1998),Drama,1567
2558,Forces of Nature (1999),Comedy|Romance,1641
